stations_id,stations_name,Lat,Long,stations_time,stations_offset,stations_params_id,stations_params_key,stations_params_name,stations_params_localName,stations_params_unit,stations_params_localUnit,stations_params_value,stations_params_cr,stations_params_time,stations_params_offset,stations_params_level
650,дім,49.343484,28.729830,2023-06-26 19:39:55,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,2.2916,1.0000000000,2023-06-26 19:39:55,0,0
650,дім,49.343484,28.729830,2023-06-26 19:39:55,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,1.8768,1.0000000000,2023-06-26 19:39:55,0,0
650,дім,49.343484,28.729830,2023-06-26 19:39:55,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),ppb,мкг/м³,9.3158,1.2450000000,2023-06-26 19:39:55,0,0
650,дім,49.343484,28.729830,2023-06-26 19:39:55,0,E1,Temperature,Temperature,Температура,°C,°C,24.3911,1.0000000000,2023-06-26 19:39:55,0,0
650,дім,49.343484,28.729830,2023-06-26 19:39:55,0,E2,Humidity,Humidity,Вологість,%,%,38.9716,1.0000000000,2023-06-26 19:39:55,0,0
650,дім,49.343484,28.729830,2023-06-26 19:39:55,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98188.8163,0.0075006168,2023-06-26 19:39:55,0,0
767,Соборна 36,49.232859,28.470453,2023-06-26 19:40:13,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,1.9700,1.0000000000,2023-06-26 19:40:13,0,0
767,Соборна 36,49.232859,28.470453,2023-06-26 19:40:13,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,0.6160,1.0000000000,2023-06-26 19:40:13,0,0
767,Соборна 36,49.232859,28.470453,2023-06-26 19:40:13,0,E1,Temperature,Temperature,Температура,°C,°C,30.3305,1.0000000000,2023-06-26 19:40:13,0,0
767,Соборна 36,49.232859,28.470453,2023-06-26 19:40:13,0,E2,Humidity,Humidity,Вологість,%,%,28.1450,1.0000000000,2023-06-26 19:40:13,0,0
767,Соборна 36,49.232859,28.470453,2023-06-26 19:40:13,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,97916.5600,0.0075006168,2023-06-26 19:40:13,0,0
