stations_id,stations_name,Lat,Long,stations_time,stations_offset,stations_params_id,stations_params_key,stations_params_name,stations_params_localName,stations_params_unit,stations_params_localUnit,stations_params_value,stations_params_cr,stations_params_time,stations_params_offset,stations_params_level
650,дім,49.343484,28.729830,2026-02-23 01:00:07,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,10.8720,1.0000000000,2026-02-23 01:00:07,0,0
650,дім,49.343484,28.729830,2026-02-23 01:00:07,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,7.8525,1.0000000000,2026-02-23 01:00:07,0,0
650,дім,49.343484,28.729830,2026-02-23 01:00:07,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),ppb,мкг/м³,10.0000,1.2450000000,2026-02-23 01:00:07,0,0
650,дім,49.343484,28.729830,2026-02-23 01:00:07,0,E1,Temperature,Temperature,Температура,°C,°C,5.7795,1.0000000000,2026-02-23 01:00:07,0,0
650,дім,49.343484,28.729830,2026-02-23 01:00:07,0,E2,Humidity,Humidity,Вологість,%,%,79.1425,1.0000000000,2026-02-23 01:00:07,0,0
650,дім,49.343484,28.729830,2026-02-23 01:00:07,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98649.9800,0.0075006168,2026-02-23 01:00:07,0,0
774,Станція замостя,49.245473,28.493727,2026-02-23 00:59:59,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,22.6700,1.0000000000,2026-02-23 00:59:59,0,0
774,Станція замостя,49.245473,28.493727,2026-02-23 00:59:59,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,16.7095,1.0000000000,2026-02-23 00:59:59,0,0
774,Станція замостя,49.245473,28.493727,2026-02-23 00:59:59,0,E1,Temperature,Temperature,Температура,°C,°C,2.0485,1.0000000000,2026-02-23 00:59:59,0,0
774,Станція замостя,49.245473,28.493727,2026-02-23 00:59:59,0,E2,Humidity,Humidity,Вологість,%,%,100.0000,1.0000000000,2026-02-23 00:59:59,0,0
774,Станція замостя,49.245473,28.493727,2026-02-23 00:59:59,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98437.8395,0.0075006168,2026-02-23 00:59:59,0,0
790,станція Вишенька,49.2270093,28.4189984,2026-02-23 00:59:45,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,16.7745,1.0000000000,2026-02-23 00:59:45,0,0
790,станція Вишенька,49.2270093,28.4189984,2026-02-23 00:59:45,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,7.8930,1.0000000000,2026-02-23 00:59:45,0,0
790,станція Вишенька,49.2270093,28.4189984,2026-02-23 00:59:45,0,E1,Temperature,Temperature,Температура,°C,°C,2.6365,1.0000000000,2026-02-23 00:59:45,0,0
790,станція Вишенька,49.2270093,28.4189984,2026-02-23 00:59:45,0,E2,Humidity,Humidity,Вологість,%,%,81.9820,1.0000000000,2026-02-23 00:59:45,0,0
790,станція Вишенька,49.2270093,28.4189984,2026-02-23 00:59:45,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98417.8985,0.0075006168,2026-02-23 00:59:45,0,0
1825,Центральна площа,49.105637,29.206617,2026-02-23 01:00:00,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,30.4800,1.0000000000,2026-02-23 01:00:00,0,0
