stations_id,stations_name,Lat,Long,stations_time,stations_offset,stations_params_id,stations_params_key,stations_params_name,stations_params_localName,stations_params_unit,stations_params_localUnit,stations_params_value,stations_params_cr,stations_params_time,stations_params_offset,stations_params_level
650,дім,49.343484,28.729830,2024-10-07 01:00:11,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,1.2379,1.0000000000,2024-10-07 01:00:11,0,0
650,дім,49.343484,28.729830,2024-10-07 01:00:11,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,1.0074,1.0000000000,2024-10-07 01:00:11,0,0
650,дім,49.343484,28.729830,2024-10-07 01:00:11,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),ppb,мкг/м³,10.0000,1.2450000000,2024-10-07 01:00:11,0,0
650,дім,49.343484,28.729830,2024-10-07 01:00:11,0,E1,Temperature,Temperature,Температура,°C,°C,14.9868,1.0000000000,2024-10-07 01:00:11,0,0
650,дім,49.343484,28.729830,2024-10-07 01:00:11,0,E2,Humidity,Humidity,Вологість,%,%,91.7937,1.0000000000,2024-10-07 01:00:11,0,0
650,дім,49.343484,28.729830,2024-10-07 01:00:11,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98037.9932,0.0075006168,2024-10-07 01:00:11,0,0
774,Станція замостя,49.245473,28.493727,2024-10-07 01:00:27,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,5.1321,1.0000000000,2024-10-07 01:00:27,0,0
774,Станція замостя,49.245473,28.493727,2024-10-07 01:00:27,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,3.5100,1.0000000000,2024-10-07 01:00:27,0,0
774,Станція замостя,49.245473,28.493727,2024-10-07 01:00:27,0,E1,Temperature,Temperature,Температура,°C,°C,13.1279,1.0000000000,2024-10-07 01:00:27,0,0
774,Станція замостя,49.245473,28.493727,2024-10-07 01:00:27,0,E2,Humidity,Humidity,Вологість,%,%,100.0000,1.0000000000,2024-10-07 01:00:27,0,0
774,Станція замостя,49.245473,28.493727,2024-10-07 01:00:27,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,97808.4232,0.0075006168,2024-10-07 01:00:27,0,0
790,станція Вишенька,49.2270093,28.4189984,2024-10-07 01:00:14,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,6.4679,1.0000000000,2024-10-07 01:00:14,0,0
790,станція Вишенька,49.2270093,28.4189984,2024-10-07 01:00:14,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,3.4232,1.0000000000,2024-10-07 01:00:14,0,0
790,станція Вишенька,49.2270093,28.4189984,2024-10-07 01:00:14,0,E1,Temperature,Temperature,Температура,°C,°C,13.0332,1.0000000000,2024-10-07 01:00:14,0,0
790,станція Вишенька,49.2270093,28.4189984,2024-10-07 01:00:14,0,E2,Humidity,Humidity,Вологість,%,%,87.9047,1.0000000000,2024-10-07 01:00:14,0,0
790,станція Вишенька,49.2270093,28.4189984,2024-10-07 01:00:14,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,97822.4395,0.0075006168,2024-10-07 01:00:14,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,20.2295,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,18.3347,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,A4,PM1.0,PM1.0,Пил 1.0 мкм,ug/m3,мкг/м³,15.3347,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,B2,CO,CO,Монооксид вуглецю,ppm,мкг/м³,0.5000,1164.2000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,B3,O₃,O₃,O₃,ppm,мкг/м³,0.0400,1995.7000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),mg/m3,мкг/м³,0.0100,1000.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,E1,Temperature,Temperature,Температура,°C,°C,12.4126,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,E1,Temperature,Temperature,Температура,°C,°C,6.4211,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,E1,Temperature,Temperature,Температура,°C,°C,13.7337,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,E2,Humidity,Humidity,Вологість,%,%,97.7463,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,E2,Humidity,Humidity,Вологість,%,%,86.0000,1.0000000000,2024-10-07 01:00:04,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2024-10-07 01:00:04,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,97790.1111,0.0075006168,2024-10-07 01:00:04,0,0
1811,EcoCity станція моніторингу Хмільник,49.558012,27.956897,2024-10-07 01:00:07,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,6.1789,1.0000000000,2024-10-07 01:00:07,0,0
1811,EcoCity станція моніторингу Хмільник,49.558012,27.956897,2024-10-07 01:00:07,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,2.4947,1.0000000000,2024-10-07 01:00:07,0,0
