stations_id,stations_name,Lat,Long,stations_time,stations_offset,stations_params_id,stations_params_key,stations_params_name,stations_params_localName,stations_params_unit,stations_params_localUnit,stations_params_value,stations_params_cr,stations_params_time,stations_params_offset,stations_params_level
650,дім,49.343484,28.729830,2026-03-16 01:00:05,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,4.2511,1.0000000000,2026-03-16 01:00:05,0,0
650,дім,49.343484,28.729830,2026-03-16 01:00:05,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,3.0658,1.0000000000,2026-03-16 01:00:05,0,0
650,дім,49.343484,28.729830,2026-03-16 01:00:05,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),ppb,мкг/м³,10.0000,1.2450000000,2026-03-16 01:00:05,0,0
650,дім,49.343484,28.729830,2026-03-16 01:00:05,0,E1,Temperature,Temperature,Температура,°C,°C,4.9379,1.0000000000,2026-03-16 01:00:05,0,0
650,дім,49.343484,28.729830,2026-03-16 01:00:05,0,E2,Humidity,Humidity,Вологість,%,%,69.3379,1.0000000000,2026-03-16 01:00:05,0,0
650,дім,49.343484,28.729830,2026-03-16 01:00:05,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,99004.0226,0.0075006168,2026-03-16 01:00:05,0,0
774,Станція замостя,49.245473,28.493727,2026-03-16 01:00:23,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,33.7080,1.0000000000,2026-03-16 01:00:23,0,0
774,Станція замостя,49.245473,28.493727,2026-03-16 01:00:23,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,21.9355,1.0000000000,2026-03-16 01:00:23,0,0
774,Станція замостя,49.245473,28.493727,2026-03-16 01:00:23,0,E1,Temperature,Temperature,Температура,°C,°C,2.9755,1.0000000000,2026-03-16 01:00:23,0,0
774,Станція замостя,49.245473,28.493727,2026-03-16 01:00:23,0,E2,Humidity,Humidity,Вологість,%,%,100.0000,1.0000000000,2026-03-16 01:00:23,0,0
