stations_id,stations_name,Lat,Long,stations_time,stations_offset,stations_params_id,stations_params_key,stations_params_name,stations_params_localName,stations_params_unit,stations_params_localUnit,stations_params_value,stations_params_cr,stations_params_time,stations_params_offset,stations_params_level
650,дім,49.343484,28.729830,2025-08-25 00:59:46,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,0.5863,1.0000000000,2025-08-25 00:59:46,0,0
650,дім,49.343484,28.729830,2025-08-25 00:59:46,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,0.3547,1.0000000000,2025-08-25 00:59:46,0,0
650,дім,49.343484,28.729830,2025-08-25 00:59:46,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),ppb,мкг/м³,10.0000,1.2450000000,2025-08-25 00:59:46,0,0
650,дім,49.343484,28.729830,2025-08-25 00:59:46,0,E1,Temperature,Temperature,Температура,°C,°C,13.2374,1.0000000000,2025-08-25 00:59:46,0,0
650,дім,49.343484,28.729830,2025-08-25 00:59:46,0,E2,Humidity,Humidity,Вологість,%,%,88.5742,1.0000000000,2025-08-25 00:59:46,0,0
650,дім,49.343484,28.729830,2025-08-25 00:59:46,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98656.0611,0.0075006168,2025-08-25 00:59:46,0,0
774,Станція замостя,49.245473,28.493727,2025-08-25 01:00:06,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,2.0900,1.0000000000,2025-08-25 01:00:06,0,0
774,Станція замостя,49.245473,28.493727,2025-08-25 01:00:06,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,1.5484,1.0000000000,2025-08-25 01:00:06,0,0
790,станція Вишенька,49.2270093,28.4189984,2025-08-25 00:59:57,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,1.7085,1.0000000000,2025-08-25 00:59:57,0,0
790,станція Вишенька,49.2270093,28.4189984,2025-08-25 00:59:57,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,0.8920,1.0000000000,2025-08-25 00:59:57,0,0
790,станція Вишенька,49.2270093,28.4189984,2025-08-25 00:59:57,0,E1,Temperature,Temperature,Температура,°C,°C,11.0495,1.0000000000,2025-08-25 00:59:57,0,0
790,станція Вишенька,49.2270093,28.4189984,2025-08-25 00:59:57,0,E2,Humidity,Humidity,Вологість,%,%,94.3225,1.0000000000,2025-08-25 00:59:57,0,0
790,станція Вишенька,49.2270093,28.4189984,2025-08-25 00:59:57,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98459.3580,0.0075006168,2025-08-25 00:59:57,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,15.0242,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,13.9621,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,A4,PM1.0,PM1.0,Пил 1.0 мкм,ug/m3,мкг/м³,10.8042,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,B2,CO,CO,Монооксид вуглецю,ppm,мкг/м³,0.0000,1164.2000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,B3,O₃,O₃,O₃,ppm,мкг/м³,0.0200,1995.7000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,C1,VOC (H₂CO),VOC (H₂CO),ЛОС (Формальдегід),mg/m3,мкг/м³,0.0148,1000.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,E1,Temperature,Temperature,Температура,°C,°C,12.1016,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,E1,Temperature,Temperature,Температура,°C,°C,10.3316,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,E1,Temperature,Temperature,Температура,°C,°C,13.4411,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,E2,Humidity,Humidity,Вологість,%,%,90.3600,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,E2,Humidity,Humidity,Вологість,%,%,78.9953,1.0000000000,2025-08-25 00:59:20,0,0
1315,Vinnytsia National Technical University,49.23327,28.409161,2025-08-25 00:59:20,0,E3,Pressure,Pressure,Атмосферний тиск,Pa,мм.рт.ст.,98444.0832,0.0075006168,2025-08-25 00:59:20,0,0
1811,EcoCity станція моніторингу Хмільник,49.558012,27.956897,2025-08-25 00:59:44,0,A2,PM10,PM10,Пил 10 мкм,ug/m3,мкг/м³,3.2600,1.0000000000,2025-08-25 00:59:44,0,0
1811,EcoCity станція моніторингу Хмільник,49.558012,27.956897,2025-08-25 00:59:44,0,A3,PM2.5,PM2.5,Пил 2.5 мкм,ug/m3,мкг/м³,1.1350,1.0000000000,2025-08-25 00:59:44,0,0
1811,EcoCity станція моніторингу Хмільник,49.558012,27.956897,2025-08-25 00:59:44,0,D1,RAD,RAD,Радіаційний фон,uR/h,мкР/год,13.8500,1.0000000000,2025-08-25 00:59:44,0,0
1811,EcoCity станція моніторингу Хмільник,49.558012,27.956897,2025-08-25 00:59:44,0,E1,Temperature,Temperature,Температура,°C,°C,11.5490,1.0000000000,2025-08-25 00:59:44,0,0
